"ResponseId","LICENSE","AGE","GENDER","GENDER_OTHER_TEXT","ZIPCODE","COUNTY","COUNTY_OTHER_TEXT","INCOME","COSTS","FREQUENCY","DURATION","SKILL","REASONS_N","REASON_FUN","REASON_FOOD","REASON_SELL","REASON_CHARTER","REASON_OTHER","REASON_OTHER_TEXT","LOCATIONS_N","LOCATION_VESSEL","LOCATION_SHORE","LOCATION_PIER","ZONES_N","ZONE_1","ZONE_2","ZONE_3","ZONE_4","ZONE_5","ZONE_6","ZONE_7","ZONE_8","ZONE_9","ZONE_10","ZONE_11","ZONE_12","ZONE_13","ZONE_14","ZONE_15","ZONE_16","ZONE_17","ZONE_18","ZONE_19","ZONE_20","ZONE_21","ZONE_22","ZONE_23","ZONE_24","ZONE_25","ZONE_26","ZONE_27","ZONE_28","ZONE_29","ZONE_30","ZONE_31","ZONE_32","ZONE_33","ZONE_34","ZONE_35","ZONE_36","ZONE_37","ZONE_38","ZONE_39","ZONE_40","ZONE_41","ZONE_42","ZONE_43","ZONE_44","ZONE_45","ZONE_46","ZONE_47","ZONE_48","ZONE_49","ZONE_50","ZONE_51","ZONE_52","ZONE_53","ZONE_54","ZONE_55","ZONE_56","ZONE_57","ZONE_58","ZONE_59","ZONE_60","ZONE_61","ZONE_62","ZONE_63","ZONE_64","ZONE_65","ZONE_66","ZONE_67","ZONE_68","ZONE_69","ZONE_70","ZONE_71","ZONE_72","ZONE_73","ZONE_74","ZONE_75","ZONE_76","PRESSURES_N","PRESSURE_STORMS","PRESSURE_HABLOSS","PRESSURE_WQUALITY","PRESSURE_FISHPOP","PRESSURE_ANGLERS","PRESSURE_DEVELOP","PRESSURE_COSTS","PRESSURE_POLICY","SPECIES_OFTEN_N","SPECIES_SNOOK","SPECIES_SEATROUT","SPECIES_REDDRUM","SPECIES_TARPON","SPECIES_SHEEPSHEAD","SPECIES_SNAPPER","SPECIES_GROUPER","SPECIES_OTHER","SPECIES_OTHER_TEXT","HABITAT_SEAGRASS","HABITAT_HARDBTM","HABITAT_ARTREEF","HABITAT_RIVER","HABITAT_SHORELINE","HABITAT_INFRASTR","AR_RELIEF","AR_SIZE","AR_DEPTH","AR_COMPLEX","AR_MATERIAL_CONCRETE","AR_MATERIAL_PREFAB","AR_MATERIAL_ROCK","AR_MATERIAL_TIRE","CONCRETE_ATTRACTFISH","CONCRETE_WORSEWQ","CONCRETE_SEDSTABILIZE","CONCRETE_DAMAGEHAB","CONCRETE_RESTORETOOL","TIRE_ATTRACTFISH","TIRE_WORSEWQ","TIRE_SEDSTABILIZE","TIRE_DAMAGEHAB","TIRE_RESTORETOOL","FUNDING","AWARE","ACTION_MONITOR","ACTION_STABILIZE","ACTION_COVER","ACTION_REMOVEPART","ACTION_REMOVEALL"
"R_1KuZdUgHW7I7Xr1","General","65 or older","Male",NA,"33598","Hillsborough",NA,NA,175,"A few times","5 - 9 years","Good",2,1,1,0,0,0,NA,2,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,"Sometimes","Sometimes","Rarely","Rarely","Often","Often","Often","Never",NA,"Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Not sure","Not sure","Not sure","Not sure","Sometimes","Rarely","Sometimes","Sometimes","Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Supportive","No",4.98,8.04,4.98,4.98,5.02
"R_1UcuzwOILeJAc7p","General","55 - 64","Male",NA,"34209","Manatee",NA,"$100,000 or more",5000,"About once a week","1 - 4 years","Good",1,1,0,0,0,0,NA,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,1,1,1,1,1,1,1,0,3,"Often","Often","Often","Sometimes","Rarely","Rarely","Rarely","Sometimes",NA,"Often","Rarely","Sometimes","Always","Often","Often","Not sure","Not sure","Not sure","Not sure","Often","Sometimes","Sometimes","Never","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Neutral","No",1.95,5.44,5.64,1.06,1.18
"R_7ZSujnfrHnoTQHL","General","65 or older","Male",NA,"33598","Hillsborough",NA,"$100,000 or more",50,"About once a week","5 - 9 years","Good",1,1,0,0,0,0,NA,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,5,"Often","Often","Often","Never","Often","Often","Never","Never",NA,"Often","Often","Often","Often","Often","Often","Not sure","Not sure","Moderate","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Supportive","No",0.1,0.1,0.1,9.87,9.56
"R_7GoIUsTrY4rqqmU","General","55 - 64","Male",NA,NA,"Pinellas",NA,"$25,001 - $50,000",400,"About once a month","1 - 4 years","Fair",1,1,0,0,0,0,NA,1,0,0,1,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,1,1,1,0,1,1,0,0,"Rarely","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Waiting waiting","Rarely","Never","Rarely","Rarely","Often","Often","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Rarely","Not sure","Agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Supportive","No",8.1,5.95,4.85,3.23,2.44
"R_3E3qtm7udknwRHz","General","55 - 64","Male",NA,"33629","Hillsborough",NA,"$100,000 or more",25,"About once a month","5 - 9 years","Excellent",2,1,1,0,0,0,NA,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Never","Sometimes","Rarely","Never","Sometimes","Often","Sometimes","Often","Spanish mackerel","Sometimes","Often","Often","Rarely","Sometimes","Always","Moderate","Medium","Moderate","Moderate","Not sure","Not sure","Not sure","Not sure","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Agree","Strongly disagree","Supportive","Yes",0.71,4.74,10,7.25,4.2
"R_6kUj7h5vWc0ptTj","General","55 - 64","Male",NA,"33772","Pinellas",NA,"$50,001 - $75,000",20,"A few times","20 years or more","Good",1,1,0,0,0,0,NA,3,1,1,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,2,"Sometimes","Often","Often","Never","Sometimes","Rarely","Rarely","Sometimes",NA,"Often","Sometimes","Rarely","Rarely","Often","Sometimes","Moderate","Small","Moderate","Moderate","Often","Rarely","Often","Not sure","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Supportive","No",1.86,3.79,5.94,10,8.14
"R_3OuC8sFhgbCIv6E","General","45 - 54","Male",NA,"33609","Hillsborough",NA,"$100,000 or more",100,"About once a week","1 - 4 years","Good",1,1,0,0,0,0,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,1,0,5,"Always","Always","Always","Never","Always","Never","Never","Always","red fish","Often","Often","Never","Never","Often","Always",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Somewhat disagree","Somewhat agree","Supportive","No",4.3,10,10,7.39,5.44
"R_6qtmLtlTc1xGQDL","General","45 - 54","Male",NA,"33549","Hillsborough",NA,"$100,000 or more",200,"A few times","1 - 4 years","Good",1,1,0,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,"Often","Often","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Rarely",NA,"Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Moderate","Not sure","Not sure","Not sure","Sometimes","Not sure","Sometimes","Not sure","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Disagree","Supportive","No",4.21,9.11,9.35,8.32,5.54
"R_6ONZfYmyyDYGQ2l","Saltwater","35 - 44","Male",NA,"33624","Hillsborough",NA,"$100,000 or more",150,"A few times","10 - 19 years","Good",1,1,0,0,0,0,NA,1,1,0,0,10,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,1,1,0,1,"Sometimes","Always","Sometimes","Never","Rarely","Rarely","Never","Never",NA,"Often","Sometimes","Sometimes","Never","Often","Sometimes","Moderate","Medium","Moderate","Not sure","Sometimes","Rarely","Often","Never","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Strongly disagree","Agree","Disagree","Strongly agree","Disagree","Supportive","No",0.66,3.22,0.43,7.1,9.96
"R_5k4yE5D4hM6a50K","Saltwater","45 - 54","Male",NA,"34209","Manatee",NA,"$100,000 or more",250,"About once a month","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1,0,0,5,"Often","Often","Often","Often","Rarely","Often","Sometimes","Sometimes","Cobia","Often","Often","Sometimes","Sometimes","Often","Sometimes","Moderate","Small","Moderate","Moderate","Sometimes","Sometimes","Often","Rarely","Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Agree","Somewhat disagree","Somewhat agree","Disagree","Supportive","No",0.68,0.7,0.77,1.01,10
"R_1K3lVICE8jINq2F","Saltwater","45 - 54","Male",NA,"33598","Hillsborough",NA,"$50,001 - $75,000",75,"About once a week","10 - 19 years","Fair",2,1,1,0,0,0,NA,3,1,1,1,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,1,1,4,"Sometimes","Often","Often","Never","Often","Often","Rarely","Never","Na","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Moderate","Medium","Moderate","Not sure","Not sure","Not sure","Sometimes","Not sure","Somewhat agree","Disagree","Agree","Somewhat agree","Agree","Strongly disagree","Agree","Disagree","Agree","Disagree","Supportive","No",3.02,10,9.19,7.35,7.1
"R_7DexmAbZacHqv2V","Saltwater","45 - 54","Male",NA,"34203","Manatee",NA,"$100,000 or more",500,"A few times","20 years or more","Good",1,1,0,0,0,0,NA,2,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,7,1,1,1,1,1,1,1,0,4,"Sometimes","Often","Sometimes","Never","Sometimes","Often","Often","Often","Mackerel, Jack, Pompano","Sometimes","Sometimes","Often","Often","Often","Often","Not sure","Small","Moderate","Moderate","Often","Not sure","Often","Never","Agree","Disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Disagree","Agree","Disagree","Supportive","No",0.87,10,10,10,10
"R_1I9yFep3Uk26M9w","Saltwater","65 or older","Male",NA,"33611","Hillsborough",NA,"$75,001 - $100,000",50,"Many times a week","1 - 4 years","Good",1,1,0,0,0,0,NA,2,1,1,0,22,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,5,"Sometimes","Often","Sometimes","Never","Often","Often","Always","Often",NA,"Often","Often","Often","Never","Sometimes","Often","High","Large","Deep","Complex","Often","Sometimes","Sometimes","Not sure","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Somewhat agree","Strongly disagree","Agree","Disagree","Supportive","Yes",10,10,10,10,10
"R_6cZdMaWznpG9nCe","Saltwater","25 - 34","Male",NA,"34219","Manatee",NA,"$100,000 or more",NA,"Many times a week","1 - 4 years","Excellent",1,1,0,0,0,0,NA,3,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,5,1,0,1,1,1,1,0,0,6,"Often","Often","Often","Rarely","Often","Often","Often","Rarely","None","Often","Often","Often","Always","Always","Always","High","Not sure","Not sure","Not sure","Often","Sometimes","Always","Not sure","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Supportive","No",10,10,1.57,7.39,1.73
"R_7kUFM4tAYA48uw4","Saltwater","35 - 44","Male",NA,"33572","Hillsborough",NA,"$100,000 or more",750,"About once a month","1 - 4 years","Good",1,1,0,0,0,0,NA,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,"Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Never",NA,"Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Not sure","Not sure","Moderate","Not sure","Sometimes","Not sure","Sometimes","Not sure","Agree","Disagree","Agree","Disagree","Agree","Agree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Supportive","No",3.02,8.03,8.45,10,7.47
"R_5zvzjP72Yws3u7r","Saltwater","55 - 64","Male",NA,"33566","Hillsborough",NA,"$25,001 - $50,000",200,"About once a month","1 - 4 years","Good",2,1,1,0,0,0,NA,2,0,1,1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,1,"Sometimes","Sometimes","Sometimes","Never","Sometimes","Often","Never","Sometimes","Redfish,Mangrove","Sometimes","Sometimes","Rarely","Sometimes","Often","Often","Not sure","Not sure","Moderate","Moderate","Not sure","Not sure","Often","Not sure","Agree","Somewhat disagree","Agree","Disagree","Agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Supportive","No",4.02,6.68,6.62,4.42,2.61
"R_3CCt0UNovOG1PxI","Saltwater","25 - 34","Male",NA,"33884","Polk",NA,"$25,001 - $50,000",NA,"About once a month","1 - 4 years","Fair",2,1,1,0,0,0,NA,2,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,1,1,0,1,0,1,"Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Often","Sometimes","Never","Shark","Sometimes","Often","Sometimes","Rarely","Often","Often","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Somewhat agree","Agree","Agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","Yes",4.99,5.46,5.74,2.83,1.93
"R_3V3Esx4QiVnb409","Saltwater","35 - 44","Female",NA,"33572","Hillsborough",NA,"$75,001 - $100,000",100,"A few times","10 - 19 years","Good",1,1,0,0,0,0,NA,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,6,"Often","Often","Often","Never","Often","Often","Often","Never","Na","Never","Often","Sometimes","Rarely","Often","Often","High","Small","Not sure","Not sure","Rarely","Rarely","Often","Never","Agree","Disagree","Agree","Somewhat agree","Somewhat agree","Disagree","Agree","Disagree","Agree","Disagree","Supportive","No",1.06,3.84,1.77,5.93,4.65
"R_3EcHAiSlsFJq7qt","Saltwater","25 - 34","Female",NA,"33647","Hillsborough",NA,"$25,001 - $50,000",120,"A few times","1 - 4 years","Fair",2,1,1,0,0,0,NA,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,5,1,0,0,1,1,0,1,1,4,"Sometimes","Often","Often","Never","Often","Often","Rarely","Rarely",NA,"Often","Sometimes","Sometimes","Rarely","Often","Often","Not sure","Not sure","Not sure","Moderate","Not sure","Not sure","Often","Not sure","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Agree","Disagree","Supportive","No",2.96,0.96,0.98,7.05,5.77
"R_7Q3zUVqyqX6pQVX","Saltwater","35 - 44","Male",NA,"34207","Manatee",NA,"$75,001 - $100,000",NA,"A few times","20 years or more","Fair",1,1,0,0,0,0,NA,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"Often","Rarely","Sometimes","Never","Never","Never","Never","Never",NA,"Often","Rarely","Rarely","Sometimes","Often","Sometimes","Not sure","Not sure","Not sure","Not sure","Sometimes","Never","Sometimes","Never","Somewhat disagree","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Disagree","Disagree","Disagree","Neutral","No",4.78,5.09,10,10,10
"R_7H7vmItMcZz7nl2","Saltwater","55 - 64","Female",NA,"33706","Pinellas",NA,"$100,000 or more",350,"A few times","5 - 9 years","Good",1,1,0,0,0,0,NA,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,"Never","Sometimes","Sometimes","Never","Sometimes","Often","Often","Rarely","Flounder","Never","Often","Often","Never","Rarely","Often","Not sure","Medium","Deep","Complex","Rarely","Never","Often","Never","Agree","Strongly disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Strongly agree","Agree","Agree","Somewhat agree","Supportive","Yes",0.07,0.75,6.76,5.39,10
"R_1nNtiZlgUEkM0fL","Saltwater","55 - 64","Male",NA,"34211","Manatee",NA,NA,30,"About once a week","20 years or more","Excellent",1,1,0,0,0,0,NA,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,"Rarely","Sometimes","Often","Often","Rarely","Sometimes","Sometimes","Often","Mackerel,pompano,ladyfish,shark","Sometimes","Rarely","Rarely","Sometimes","Often","Often","Low","Small","Shallow","Not sure","Rarely","Never","Sometimes","Never","Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Supportive","No",5.06,6.01,7.47,6.16,5.55
"R_3b3YPglKeJCmUtr","Saltwater","55 - 64","Female",NA,"34203","Manatee",NA,NA,NA,"A few times","5 - 9 years","Excellent",1,1,0,0,0,0,NA,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,1,"Never","Never","Rarely","Never","Sometimes","Often","Sometimes","Never",NA,"Rarely","Rarely","Rarely","Often","Rarely","Often","Not sure","Not sure","Not sure","Not sure","Often","Never","Rarely","Never","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neutral","No",5.2,5.32,5.27,5.24,5.27
"R_1PN8aX4dmes90aI","Saltwater","55 - 64","Male",NA,"34208","Manatee",NA,"$100,000 or more",50,"About once a month","1 - 4 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,3,"Often","Often","Often","Rarely","Sometimes","Sometimes","Sometimes","Never",NA,"Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Not sure","Not sure","Moderate","Moderate","Often","Not sure","Rarely","Never","Strongly agree","Disagree","Strongly agree","Disagree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",5.33,10,9.54,10,7.93
"R_5OJG2U36laqXdx4","Saltwater","35 - 44","Male",NA,"34231","Sarasota",NA,"$100,000 or more",200,"About once a month","10 - 19 years","Excellent",2,1,1,0,0,0,NA,2,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,"Sometimes","Sometimes","Often","Rarely","Sometimes","Sometimes","Rarely","Never",NA,"Often","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Low","Small","Moderate","Moderate","Sometimes","Not sure","Not sure","Not sure","Agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",3.16,6.29,8.36,3.34,1.24
"R_5QASYbf7Os3QZwx","Saltwater","55 - 64","Male",NA,"33772","Pinellas",NA,"$100,000 or more",750,"About once a month","20 years or more","Good",1,1,0,0,0,0,NA,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,1,1,"Rarely","Never","Rarely","Sometimes","Never","Sometimes","Sometimes","Often","Kingfish","Rarely","Often","Sometimes","Rarely","Never","Sometimes","Moderate","Medium","Deep","Moderate","Sometimes","Rarely","Sometimes","Never","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Supportive","No",1.06,6.22,6.22,4.65,1.12
